;Classifier;Exp. Group;Ratio Men;Prob Men;Prob Women;Prob Diff;Informativeness Diff;Lower Bound Bias;Mean Bias;Upper Bound Bias;Width_Confidence_Intervall;SD Bias;Significant_Bias
959;Tree;72;0.65;0.95;0.65;-0.30;0.30;0.15469388723997074;0.15902897102897104;0.16336405481797134;0.008670167578000595;0.001114463810111491;Yes
960;Tree;73;0.65;0.95;0.80;-0.15;0.15;0.09894287420606981;0.10251388611388611;0.1060848980217024;0.007142023815632594;0.0009180361281220399;Yes
961;Tree;74;0.65;0.95;0.95;0.00;0.00;-0.0001629823026410009;0.001803796203796204;0.003770574710233409;0.00393355701287441;0.0005056196315031005;No
962;Tree;75;0.80;0.05;0.05;0.00;0.00;-0.004438777277694856;-0.0025499999999999997;-0.0006612227223051432;0.003777554555389713;0.0004855670671678626;Yes
963;Tree;76;0.80;0.05;0.20;0.15;0.15;0.09591343412288172;0.10000454545454546;0.10409565678620919;0.008182222663327453;0.0010517433443489874;Yes
964;Tree;77;0.80;0.05;0.35;0.30;0.30;0.15739348282092916;0.1632068181818182;0.16902015354270725;0.011626670721778105;0.0014944928843569876;Yes
965;Tree;78;0.80;0.05;0.50;0.45;0.45;0.18198551232552934;0.18895909090909094;0.19593266949265253;0.013947157167123213;0.0017927683377349894;Yes
966;Tree;79;0.80;0.20;0.05;-0.15;-0.15;-0.10077791309793874;-0.09730454545454545;-0.09383117781115216;0.006946735286786588;0.0008929337300460182;Yes
967;Tree;80;0.80;0.20;0.20;0.00;0.00;-0.006141839259392567;-0.0016545454545454543;0.002832748350301658;0.008974587609694225;0.0011535939774748513;No
968;Tree;81;0.80;0.20;0.35;0.15;0.15;0.04164265701429734;0.04760454545454545;0.053566433894793555;0.01192377688049621;0.0015326829260919046;Yes
969;Tree;82;0.80;0.20;0.50;0.30;0.30;0.07240455900555967;0.0789659090909091;0.08552725917625853;0.013122700170698847;0.0016867925907563983;Yes
970;Tree;83;0.80;0.20;0.65;0.45;0.15;0.06175925605792178;0.0678;0.07384074394207822;0.012081487884156437;0.001552955107045092;Yes
971;Tree;84;0.80;0.35;0.05;-0.30;-0.30;-0.15145138024632906;-0.1474681818181818;-0.14348498339003454;0.0079663968562945;0.0010240010834223765;Yes
972;Tree;85;0.80;0.35;0.20;-0.15;-0.15;-0.05655284206034463;-0.051852272727272726;-0.04715170339420082;0.00940113866614381;0.0012084228733757899;Yes
973;Tree;86;0.80;0.35;0.35;0.00;0.00;-0.00241620374226942;0.0034227272727272726;0.009261658287723965;0.011677862029993385;0.0015010730178878493;No
974;Tree;87;0.80;0.35;0.50;0.15;0.15;0.012499434305859505;0.01814772727272727;0.023796020239595036;0.011296585933735533;0.0014520637678223562;Yes
975;Tree;88;0.80;0.35;0.65;0.30;0.00;0.0019537573365798833;0.007918181818181817;0.013882606299783752;0.011928848963203868;0.0015333348918778857;Yes
976;Tree;89;0.80;0.35;0.80;0.45;-0.15;-0.0444606688791121;-0.03900454545454546;-0.03354842202997882;0.010912246849133276;0.0014026608010691613;Yes
977;Tree;90;0.80;0.50;0.05;-0.45;-0.45;-0.16766727805105272;-0.1629636363636364;-0.15825999467622007;0.009407283374832636;0.0012092127145634907;Yes
978;Tree;91;0.80;0.50;0.20;-0.30;-0.30;-0.07441217026477899;-0.06927727272727273;-0.06414237518976647;0.01026979507501252;0.001320080015224118;Yes
979;Tree;92;0.80;0.50;0.35;-0.15;-0.15;-0.024612827057797517;-0.018302272727272726;-0.011991718396747935;0.01262110866104958;0.001622317990936471;Yes
980;Tree;93;0.80;0.50;0.50;0.00;0.00;-0.000819723648285425;0.005852272727272728;0.01252426910283088;0.013343992751116305;0.0017152375510299709;No
981;Tree;94;0.80;0.50;0.65;0.15;-0.15;-0.019509478729399163;-0.013161363636363636;-0.006813248543328108;0.012696230186071055;0.0016319741158318246;Yes
982;Tree;95;0.80;0.50;0.80;0.30;-0.30;-0.0666845346260138;-0.06158636363636364;-0.056488192646713474;0.010196341979300328;0.0013106383503225531;Yes
983;Tree;96;0.80;0.50;0.95;0.45;-0.45;-0.1570598275527376;-0.15239090909090908;-0.14772199062908056;0.009337836923657033;0.0012002860639676862;Yes
984;Tree;97;0.80;0.65;0.20;-0.45;-0.15;-0.05481815953921706;-0.04972045454545455;-0.044622749551692036;0.01019540998752502;0.001310518552049272;Yes
985;Tree;98;0.80;0.65;0.35;-0.30;0.00;-0.002396439509101277;0.004197727272727272;0.010791894054555821;0.013188333563657098;0.0016952291106424034;No
986;Tree;99;0.80;0.65;0.50;-0.15;0.15;0.009922122323212603;0.016784090909090908;0.023646059494969215;0.013723937171756611;0.0017640756274394519;Yes
987;Tree;100;0.80;0.65;0.65;0.00;0.00;-0.0037169362806868406;0.001506818181818182;0.006730572644323205;0.010447508925010045;0.0013429233631289917;No
988;Tree;101;0.80;0.65;0.80;0.15;-0.15;-0.056291706617305044;-0.05077272727272728;-0.04525374792814952;0.01103795868915552;0.0014188198077950294;Yes
989;Tree;102;0.80;0.65;0.95;0.30;-0.30;-0.14681215240063966;-0.142775;-0.13873784759936036;0.00807430480127931;0.001037871576515753;Yes
990;Tree;103;0.80;0.80;0.35;-0.45;0.15;0.05738852851127574;0.06396590909090909;0.07054328967054244;0.0131547611592667;0.0016909137119635515;Yes
991;Tree;104;0.80;0.80;0.50;-0.30;0.30;0.06746176187696921;0.07340227272727273;0.07934278357757625;0.011881021700607031;0.0015271871729530381;Yes
992;Tree;105;0.80;0.80;0.65;-0.15;0.15;0.046270114103278595;0.050625;0.05497988589672141;0.00870977179344282;0.0011195545381096686;Yes
993;Tree;106;0.80;0.80;0.80;0.00;0.00;-0.008070642978699036;-0.0037159090909090913;0.000638824796880853;0.008709467775579889;0.0011195154596370996;No
994;Tree;107;0.80;0.80;0.95;0.15;-0.15;-0.10016460640115032;-0.09632045454545453;-0.09247630268975873;0.007688303711391585;0.0009882549755131382;Yes
995;Tree;108;0.80;0.95;0.50;-0.45;0.45;0.1801798778898389;0.18658409090909092;0.19298830392834293;0.01280842603850399;0.001646395776780845;Yes
996;Tree;109;0.80;0.95;0.65;-0.30;0.30;0.1499286922396143;0.15508409090909092;0.16023948957856754;0.010310797338953242;0.00132535044845202;Yes
997;Tree;110;0.80;0.95;0.80;-0.15;0.15;0.09319937244782789;0.09687045454545455;0.10054153664308121;0.007342164195253334;0.0009437621833594551;Yes
998;Tree;111;0.80;0.95;0.95;0.00;0.00;-0.0032267176802612614;-0.0006409090909090912;0.0019448994984430788;0.00517161717870434;0.000664759952280646;No
999;Tree;112;0.95;0.05;0.05;0.00;0.00;-0.013507631002360625;-0.010375119617224881;-0.007242608232089137;0.006265022770271488;0.0008053063662469769;Yes
1000;Tree;113;0.95;0.05;0.20;0.15;0.15;0.09851294714738508;0.10550047846889951;0.11248800979041394;0.01397506264302886;0.0017963553091194517;Yes
1001;Tree;114;0.95;0.05;0.35;0.30;0.30;0.17678847458328964;0.18717511961722488;0.19756176465116013;0.020773290067870494;0.002670199830546869;Yes
1002;Tree;115;0.95;0.05;0.50;0.45;0.45;0.2134387419168879;0.22428516746411484;0.2351315930113418;0.021692851094453895;0.002788400254713584;Yes
1003;Tree;116;0.95;0.20;0.05;-0.15;-0.15;-0.1063356258389818;-0.1014200956937799;-0.09650456554857799;0.009831060290403823;0.0012636850222456535;Yes
1004;Tree;117;0.95;0.20;0.20;0.00;0.00;-0.009742124181610095;-0.0008095693779904308;0.008122985425629234;0.01786510960723933;0.002296382156610489;No
1005;Tree;118;0.95;0.20;0.35;0.15;0.15;0.04606946744872864;0.05498373205741627;0.06389799666610389;0.017828529217375245;0.0022916801113159165;Yes
1006;Tree;119;0.95;0.20;0.50;0.30;0.30;0.0868003713419323;0.09773205741626793;0.10866374349060356;0.02186337214867125;0.0028103190402592637;Yes
1007;Tree;120;0.95;0.20;0.65;0.45;0.15;0.08456240996235827;0.0952555023923445;0.10594859482233072;0.021386184859972453;0.0027489813603222084;Yes
1008;Tree;121;0.95;0.35;0.05;-0.30;-0.30;-0.1522359787927481;-0.14631578947368423;-0.14039560015462035;0.011840378638127782;0.0015219629115004506;Yes
1009;Tree;122;0.95;0.35;0.20;-0.15;-0.15;-0.06370567910929535;-0.054271770334928235;-0.04483786156056112;0.018867817548734234;0.0024252702897237318;Yes
1010;Tree;123;0.95;0.35;0.35;0.00;0.00;-0.0034859786025319695;0.005781818181818183;0.015049614966168336;0.018535593568700305;0.002382566201334658;No
1011;Tree;124;0.95;0.35;0.50;0.15;0.15;0.012151283382354784;0.02299138755980861;0.03383149173726244;0.021680208354907655;0.0027867751562874934;Yes
1012;Tree;125;0.95;0.35;0.65;0.30;0.00;0.01979347865078905;0.030013397129186603;0.040233315607584155;0.020439836956795108;0.0026273377495871484;Yes
1013;Tree;126;0.95;0.35;0.80;0.45;-0.15;-0.022038282214853704;-0.011167464114832536;-0.0002966460148113685;0.021741636200042335;0.0027946710948284553;Yes
1014;Tree;127;0.95;0.50;0.05;-0.45;-0.45;-0.15656256676736746;-0.14951578947368419;-0.1424690121800009;0.014093554587366573;0.0018115862700629516;Yes
1015;Tree;128;0.95;0.50;0.20;-0.30;-0.30;-0.07803388258853322;-0.06964784688995215;-0.061261811191371085;0.016772071397162133;0.0021558829658807764;Yes
1016;Tree;129;0.95;0.50;0.35;-0.15;-0.15;-0.022724516504001674;-0.012491866028708132;-0.002259215553414592;0.02046530095058708;0.0026306108927284717;Yes
1017;Tree;130;0.95;0.50;0.50;0.00;0.00;-0.0033254242240447086;0.007555980861244019;0.01843738594653275;0.021762810170577455;0.0027973927981479662;No
1018;Tree;131;0.95;0.50;0.65;0.15;-0.15;-0.01519739469239939;-0.005136842105263158;0.004923710481873074;0.020121105174272465;0.0025863679489970047;No
1019;Tree;132;0.95;0.50;0.80;0.30;-0.30;-0.059674848962900984;-0.050727272727272725;-0.041779696491644466;0.017895152471256514;0.002300243867978584;Yes
1020;Tree;133;0.95;0.50;0.95;0.45;-0.45;-0.14610656267947325;-0.13750239234449763;-0.128898222009522;0.01720834066995125;0.002211961041836403;Yes
1021;Tree;134;0.95;0.65;0.20;-0.45;-0.15;-0.041866236661247745;-0.031795215311004786;-0.021724193960761827;0.020142042700485915;0.0025890592597506007;Yes
1022;Tree;135;0.95;0.65;0.35;-0.30;0.00;-0.0008857491653052538;0.00863157894736842;0.018148907060042095;0.01903465622534735;0.0024467157422526998;No
1023;Tree;136;0.95;0.65;0.50;-0.15;0.15;0.003805058551251737;0.013529186602870814;0.02325331465448989;0.019448256103238155;0.002499879892960169;Yes
1024;Tree;137;0.95;0.65;0.65;0.00;0.00;-0.012300131861016911;-0.003665071770334929;0.004969988320347054;0.017270120181363965;0.002219902183579792;No
1025;Tree;138;0.95;0.65;0.80;0.15;-0.15;-0.06295975638322004;-0.0536421052631579;-0.04432445414309576;0.018635302240124295;0.002395382759360398;Yes
1026;Tree;139;0.95;0.65;0.95;0.30;-0.30;-0.15184590547748075;-0.14429665071770334;-0.13674739595792593;0.01509850951955482;0.0019407632314816289;Yes
1027;Tree;140;0.95;0.80;0.35;-0.45;0.15;0.0782739559207665;0.08978755980861244;0.10130116369645839;0.023027207775691887;0.002959918534797756;Yes
1028;Tree;141;0.95;0.80;0.50;-0.30;0.30;0.07184838255053667;0.08232727272727274;0.0928061629040088;0.020957780353472132;0.002693914221851353;Yes
1029;Tree;142;0.95;0.80;0.65;-0.15;0.15;0.04444452095320651;0.054357894736842105;0.0642712685204777;0.01982674756727119;0.0025485312062486494;Yes
1030;Tree;143;0.95;0.80;0.80;0.00;0.00;-0.013412544606528408;-0.005644019138755981;0.002124506329016446;0.015537050935544854;0.001997133368847376;No
1031;Tree;144;0.95;0.80;0.95;0.15;-0.15;-0.11018950258056329;-0.10457033492822967;-0.09895116727589606;0.011238335304667215;0.0014445762288066643;Yes
1032;Tree;145;0.95;0.95;0.50;-0.45;0.45;0.2050988664855135;0.2172019138755981;0.22930496126568267;0.024206094780169145;0.003111452734209808;Yes
1033;Tree;146;0.95;0.95;0.65;-0.30;0.30;0.17352760648536936;0.18296842105263159;0.19240923561989381;0.018881629134524455;0.002427045631709336;Yes
1034;Tree;147;0.95;0.95;0.80;-0.15;0.15;0.09090804523264549;0.09733205741626794;0.10375606959989038;0.012848024367244878;0.001651485748102114;Yes
1035;Tree;148;0.95;0.95;0.95;0.00;0.00;-0.014907852686887397;-0.011289952153110046;-0.0076720516193326945;0.007235801067554703;0.000930090261163722;Yes
1036;Tree_noSex;1;0.50;0.05;0.05;0.00;0.00;-0.0026090128980439976;-0.0008218181818181816;0.0009653765344076345;0.003574389432451632;0.0004594522112605956;No
1037;Tree_noSex;2;0.50;0.05;0.20;0.15;0.15;0.0963476290748822;0.09963272727272726;0.10291782547057232;0.00657019639569011;0.0008445334005885675;Yes
1038;Tree_noSex;3;0.50;0.05;0.35;0.30;0.30;0.15431546238957505;0.15829454545454544;0.16227362851951582;0.007958166129940781;0.0010229431054110374;Yes
1039;Tree_noSex;4;0.50;0.05;0.50;0.45;0.45;0.17399392760256382;0.17872;0.18344607239743616;0.00945214479487235;0.0012149792039253954;Yes
1040;Tree_noSex;5;0.50;0.20;0.05;-0.15;-0.15;-0.1027609525189146;-0.09960363636363635;-0.09644632020835811;0.0063146323105564926;0.0008116831792424017;Yes
1041;Tree_noSex;6;0.50;0.20;0.20;0.00;0.00;-0.005433073721605651;-0.0020181818181818183;0.0013967100852420146;0.006829783806847666;0.0008779007804797808;No
1042;Tree_noSex;7;0.50;0.20;0.35;0.15;0.15;0.05183043436956644;0.05609818181818182;0.060365929266797194;0.00853549489723075;0.001097152976430546;Yes
1043;Tree_noSex;8;0.50;0.20;0.50;0.30;0.30;0.07369881325102291;0.07820727272727272;0.08271573220352253;0.009016918952499623;0.001159035250572011;Yes
1044;Tree_noSex;9;0.50;0.20;0.65;0.45;0.15;0.05547197128046786;0.059941818181818186;0.06441166508316852;0.008939693802700656;0.001149108725633812;Yes
1045;Tree_noSex;10;0.50;0.35;0.05;-0.30;-0.30;-0.160827789864122;-0.1566909090909091;-0.1525540283176962;0.00827376154642576;0.0010635097573408127;Yes
1046;Tree_noSex;11;0.50;0.35;0.20;-0.15;-0.15;-0.06221209586270369;-0.057367272727272725;-0.05252244959184176;0.009689646270861926;0.0012455076565137922;Yes
1047;Tree_noSex;12;0.50;0.35;0.35;0.00;0.00;-0.004556585372794728;3.6363636363634375e-06;0.004563858100067456;0.009120443472862184;0.0011723422980270072;No
1048;Tree_noSex;13;0.50;0.35;0.50;0.15;0.15;0.017478700387242238;0.022109090909090908;0.026739481430939578;0.009260781043697338;0.001190381296983796;Yes
1049;Tree_noSex;14;0.50;0.35;0.65;0.30;0.00;0.002880987634093962;0.007719999999999999;0.012559012365906036;0.009678024731812075;0.0012440138232548226;Yes
1050;Tree_noSex;15;0.50;0.35;0.80;0.45;-0.15;-0.0586350433169956;-0.05386181818181818;-0.049088593046640754;0.009546450270354846;0.001227101234852142;Yes
1051;Tree_noSex;16;0.50;0.50;0.05;-0.45;-0.45;-0.18463468076469353;-0.17984363636363634;-0.17505259196257916;0.009582088802114358;0.0012316822136549351;Yes
1052;Tree_noSex;17;0.50;0.50;0.20;-0.30;-0.30;-0.07744313712811898;-0.07268000000000001;-0.06791686287188103;0.009526274256237947;0.0012245078089046855;Yes
1053;Tree_noSex;18;0.50;0.50;0.35;-0.15;-0.15;-0.022514273376108125;-0.01810909090909091;-0.013703908442073698;0.008810364934034426;0.0011324847858501228;Yes
1054;Tree_noSex;19;0.50;0.50;0.50;0.00;0.00;-0.0019108747153312238;0.0033054545454545455;0.008521783806240316;0.010432658521571539;0.001341014491466607;No
1055;Tree_noSex;20;0.50;0.50;0.65;0.15;-0.15;-0.020566663199444103;-0.015556363636363637;-0.010546064073283172;0.01002059912616093;0.0012880483544605856;Yes
1056;Tree_noSex;21;0.50;0.50;0.80;0.30;-0.30;-0.074352394527477;-0.06976;-0.06516760547252301;0.00918478905495399;0.0011806132826344827;Yes
1057;Tree_noSex;22;0.50;0.50;0.95;0.45;-0.45;-0.18249753075759706;-0.1783090909090909;-0.17412065106058472;0.008376879697012327;0.0010767645700027909;Yes
1058;Tree_noSex;23;0.50;0.65;0.20;-0.45;-0.15;-0.06420428982479345;-0.059170909090909087;-0.05413752835702471;0.010066761467768746;0.0012939820643513209;Yes
1059;Tree_noSex;24;0.50;0.65;0.35;-0.30;0.00;-0.0068552105912236365;-0.0016836363636363641;0.0034879378639509078;0.010343148455174544;0.001329508862683463;No
1060;Tree_noSex;25;0.50;0.65;0.50;-0.15;0.15;0.012716146834194907;0.01758181818181818;0.022447489529441457;0.009731342695246548;0.0012508673171627537;Yes
1061;Tree_noSex;26;0.50;0.65;0.65;0.00;0.00;-0.005035276353274146;-0.0010181818181818178;0.00299891271691051;0.008034189070184656;0.0010327150982679051;No
1062;Tree_noSex;27;0.50;0.65;0.80;0.15;-0.15;-0.05697553072469967;-0.05306181818181818;-0.04914810563893669;0.007827425085762982;0.0010061376445105984;Yes
1063;Tree_noSex;28;0.50;0.65;0.95;0.30;-0.30;-0.16408903343870412;-0.16007636363636363;-0.15606369383402313;0.008025339604681003;0.0010315775874927182;Yes
1064;Tree_noSex;29;0.50;0.80;0.35;-0.45;0.15;0.04986217813720456;0.054134545454545456;0.05840691277188635;0.008544734634681797;0.0010983406527829906;Yes
1065;Tree_noSex;30;0.50;0.80;0.50;-0.30;0.30;0.06928931840061796;0.07363636363636364;0.07798340887210932;0.008694090471491363;0.0011175388601366212;Yes
1066;Tree_noSex;31;0.50;0.80;0.65;-0.15;0.15;0.05068769694433098;0.054549090909090915;0.05841048487385085;0.007722787929519879;0.000992687578779249;Yes
1067;Tree_noSex;32;0.50;0.80;0.80;0.00;0.00;-0.0057159325109125796;-0.0023927272727272725;0.0009304779654580341;0.006646410476370613;0.0008543299626475127;No
1068;Tree_noSex;33;0.50;0.80;0.95;0.15;-0.15;-0.1036514035068593;-0.1008290909090909;-0.0980067783113225;0.005644625195536783;0.0007255604283856221;Yes
1069;Tree_noSex;34;0.50;0.95;0.50;-0.45;0.45;0.17597494321102744;0.18075999999999995;0.18554505678897246;0.009570113577945029;0.00123014291769155;Yes
1070;Tree_noSex;35;0.50;0.95;0.65;-0.30;0.30;0.1514635282598284;0.15525818181818182;0.15905283537653525;0.007589307116706881;0.000975529947870037;Yes
1071;Tree_noSex;36;0.50;0.95;0.80;-0.15;0.15;0.0922569411986209;0.0955090909090909;0.0987612406195609;0.006504299420939995;0.0008360629998847589;Yes
1072;Tree_noSex;37;0.50;0.95;0.95;0.00;0.00;-0.002169591032754322;-0.0002836363636363636;0.0016023183054815946;0.0037719093382359166;0.0004848414306491302;No
1073;Tree_noSex;38;0.65;0.05;0.05;0.00;0.00;0.0002608811851290654;0.002023176823176823;0.0037854724612245805;0.003524591276095515;0.0004530511535451732;Yes
1074;Tree_noSex;39;0.65;0.05;0.20;0.15;0.15;0.09954955004645463;0.10307532467532468;0.10660109930419473;0.007051549257740096;0.0009064065235498202;Yes
1075;Tree_noSex;40;0.65;0.05;0.35;0.30;0.30;0.16067426892589418;0.16505894105894106;0.16944361319198795;0.00876934426609378;0.0011272119869710736;Yes
1076;Tree_noSex;41;0.65;0.05;0.50;0.45;0.45;0.18010843907816113;0.18514445554445552;0.19018047201074992;0.010072032932588784;0.001294659658724827;Yes
1077;Tree_noSex;42;0.65;0.20;0.05;-0.15;-0.15;-0.10063261173274168;-0.09771628371628371;-0.09479995569982574;0.005832656032915929;0.0007497299224073676;Yes
1078;Tree_noSex;43;0.65;0.20;0.20;0.00;0.00;-0.0021495396985789644;0.0017342657342657348;0.005618071167110434;0.007767610865689398;0.0009984491214223945;No
1079;Tree_noSex;44;0.65;0.20;0.35;0.15;0.15;0.05237826147373535;0.05698301698301698;0.061587772492298604;0.009209511018563257;0.0011837910451759277;Yes
1080;Tree_noSex;45;0.65;0.20;0.50;0.30;0.30;0.07380924732874988;0.07932707292707293;0.08484489852539598;0.011035651196646092;0.001418523202582878;Yes
1081;Tree_noSex;46;0.65;0.20;0.65;0.45;0.15;0.058404886507656156;0.0629986013986014;0.06759231628954665;0.0091874297818905;0.0011809527218179414;Yes
1082;Tree_noSex;47;0.65;0.35;0.05;-0.30;-0.30;-0.15373227803191916;-0.1499088911088911;-0.14608550418586305;0.007646773846056097;0.0009829167243733743;Yes
1083;Tree_noSex;48;0.65;0.35;0.20;-0.15;-0.15;-0.056515185377207976;-0.05211428571428571;-0.047713386051363445;0.008801799325844527;0.0011313837621094215;Yes
1084;Tree_noSex;49;0.65;0.35;0.35;0.00;0.00;-0.0014301863766711122;0.0036459540459540456;0.008722094468579203;0.010152280845250316;0.0013049747297651136;No
1085;Tree_noSex;50;0.65;0.35;0.50;0.15;0.15;0.011744278808470296;0.016738461538461542;0.02173264426845279;0.009988365459982492;0.0012839050372640145;Yes
1086;Tree_noSex;51;0.65;0.35;0.65;0.30;0.00;-0.0017420561906159927;0.0035424575424575426;0.008826971275531078;0.01056902746614707;0.0013585433629890163;No
1087;Tree_noSex;52;0.65;0.35;0.80;0.45;-0.15;-0.05004151045015634;-0.04523036963036963;-0.04041922881058292;0.009622281639573417;0.0012368486031590403;Yes
1088;Tree_noSex;53;0.65;0.50;0.05;-0.45;-0.45;-0.1732872033584101;-0.16892827172827174;-0.16456934009813337;0.00871786326027674;0.0011205946156947896;Yes
1089;Tree_noSex;54;0.65;0.50;0.20;-0.30;-0.30;-0.07309613637104263;-0.06856383616383617;-0.0640315359566297;0.00906460041441292;0.0011651642282690985;Yes
1090;Tree_noSex;55;0.65;0.50;0.35;-0.15;-0.15;-0.014530169806426654;-0.009160839160839162;-0.003791508515251671;0.010738661291174982;0.0013803481040466266;Yes
1091;Tree_noSex;56;0.65;0.50;0.50;0.00;0.00;-0.0029466538603309177;0.00218981018981019;0.007326274239951297;0.010272928100282215;0.0013204827344619906;No
1092;Tree_noSex;57;0.65;0.50;0.65;0.15;-0.15;-0.01710478503989653;-0.012160239760239758;-0.007215694480582985;0.009889090559313547;0.0012711442361546237;Yes
1093;Tree_noSex;58;0.65;0.50;0.80;0.30;-0.30;-0.0705287366949027;-0.06562757242757243;-0.06072640816024216;0.00980232853466054;0.0012599918408061047;Yes
1094;Tree_noSex;59;0.65;0.50;0.95;0.45;-0.45;-0.16781485346661545;-0.1637906093906094;-0.15976636531460336;0.008048488152012069;0.0010345531030205365;Yes
1095;Tree_noSex;60;0.65;0.65;0.20;-0.45;-0.15;-0.06162151285034882;-0.05688471528471529;-0.052147917719081754;0.009473595131267066;0.0012177364313274686;Yes
1096;Tree_noSex;61;0.65;0.65;0.35;-0.30;0.00;-0.00404457022501406;0.001812587412587413;0.007669745050188886;0.011714315275202947;0.0015057587200016423;No
1097;Tree_noSex;62;0.65;0.65;0.50;-0.15;0.15;0.012949666601177454;0.01859380619380619;0.024237945786434928;0.011288279185257474;0.0014509960179230367;Yes
1098;Tree_noSex;63;0.65;0.65;0.65;0.00;0.00;-0.004671639003844276;0.00016303696303696265;0.004997712929918201;0.009669351933762477;0.0012428990213237496;No
1099;Tree_noSex;64;0.65;0.65;0.80;0.15;-0.15;-0.060478310143346585;-0.05584655344655345;-0.05121479674976031;0.009263513393586276;0.0011907325133865226;Yes
1100;Tree_noSex;65;0.65;0.65;0.95;0.30;-0.30;-0.15659022125545596;-0.1524843156843157;-0.14837841011317543;0.008211811142280548;0.0010555466490363315;Yes
1101;Tree_noSex;66;0.65;0.80;0.35;-0.45;0.15;0.049257552450334835;0.05430969030969031;0.05936182816904578;0.010104275718710944;0.0012988041481994583;Yes
1102;Tree_noSex;67;0.65;0.80;0.50;-0.30;0.30;0.06535315709790603;0.07050989010989012;0.07566662312187421;0.010313466023968175;0.0013256934813683937;Yes
1103;Tree_noSex;68;0.65;0.80;0.65;-0.15;0.15;0.049391311947430336;0.053615584415584415;0.057839856883738494;0.008448544936308165;0.0010859764237437551;Yes
1104;Tree_noSex;69;0.65;0.80;0.80;0.00;0.00;-0.006220613510737452;-0.0024000000000000007;0.0014206135107374513;0.007641227021474904;0.000982203735241254;No
1105;Tree_noSex;70;0.65;0.80;0.95;0.15;-0.15;-0.1004682671595976;-0.09732747252747254;-0.09418667789534747;0.006281589264250128;0.0008074358242803453;Yes
1106;Tree_noSex;71;0.65;0.95;0.50;-0.45;0.45;0.17587498260523587;0.1808827172827173;0.1858904519601987;0.01001546935496285;0.0012873889733929212;Yes
1107;Tree_noSex;72;0.65;0.95;0.65;-0.30;0.30;0.15462631010046404;0.15896463536463537;0.1633029606288067;0.00867665052834268;0.0011152971288996233;Yes
1108;Tree_noSex;73;0.65;0.95;0.80;-0.15;0.15;0.09881963621673154;0.10244035964035964;0.10606108306398773;0.007241446847256194;0.0009308159699923656;Yes
1109;Tree_noSex;74;0.65;0.95;0.95;0.00;0.00;3.029809243702505e-05;0.0019524475524475525;0.00387459701245808;0.003844298920021055;0.0004941463914129044;Yes
1110;Tree_noSex;75;0.80;0.05;0.05;0.00;0.00;-0.004574536682819183;-0.0027045454545454547;-0.0008345542262717263;0.0037399824565474567;0.0004807375475475183;Yes
1111;Tree_noSex;76;0.80;0.05;0.20;0.15;0.15;0.09581268549376512;0.09988863636363636;0.1039645872335076;0.008151901739742487;0.0010478458911889882;Yes
1112;Tree_noSex;77;0.80;0.05;0.35;0.30;0.30;0.1573644950731161;0.16314318181818183;0.16892186856324756;0.011557373490131456;0.0014855854144475175;Yes
1113;Tree_noSex;78;0.80;0.05;0.50;0.45;0.45;0.1816668521360444;0.1885068181818182;0.195346784227592;0.013679932091547586;0.0017584192120457692;Yes
1114;Tree_noSex;79;0.80;0.20;0.05;-0.15;-0.15;-0.10105984851967102;-0.0975681818181818;-0.09407651511669259;0.006983333402978444;0.0008976380538837223;Yes
1115;Tree_noSex;80;0.80;0.20;0.20;0.00;0.00;-0.006308330483064078;-0.0018454545454545453;0.002617421392154988;0.008925751875219066;0.0011473166295201387;No
1116;Tree_noSex;81;0.80;0.20;0.35;0.15;0.15;0.041331704409745096;0.047252272727272726;0.053172841044800356;0.011841136635055262;0.001522060344466567;Yes
1117;Tree_noSex;82;0.80;0.20;0.50;0.30;0.30;0.0719308053294003;0.07848863636363637;0.08504646739787244;0.013115662068472148;0.0016858879127149469;Yes
1118;Tree_noSex;83;0.80;0.20;0.65;0.45;0.15;0.06217631367014303;0.06826818181818181;0.0743600499662206;0.01218373629607757;0.0015660981234519042;Yes
1119;Tree_noSex;84;0.80;0.35;0.05;-0.30;-0.30;-0.15141552177596626;-0.14745;-0.14348447822403373;0.007931043551932547;0.0010194567677647157;Yes
1120;Tree_noSex;85;0.80;0.35;0.20;-0.15;-0.15;-0.05635016660987737;-0.05164545454545455;-0.04694074248103173;0.00940942412884564;0.0012094878872002802;Yes
1121;Tree_noSex;86;0.80;0.35;0.35;0.00;0.00;-0.00240655729773939;0.0034590909090909086;0.009324739115921207;0.011731296413660598;0.0015079414764588028;No
1122;Tree_noSex;87;0.80;0.35;0.50;0.15;0.15;0.012561102213805315;0.01819772727272727;0.02383435233164923;0.011273250117843914;0.001449064180783621;Yes
1123;Tree_noSex;88;0.80;0.35;0.65;0.30;0.00;0.001422522802994158;0.007356818181818181;0.013291113560642205;0.011868590757648047;0.0015255892988717459;Yes
1124;Tree_noSex;89;0.80;0.35;0.80;0.45;-0.15;-0.04469082647412645;-0.03923409090909091;-0.033777355344055376;0.010913471130071071;0.0014028181702072208;Yes
1125;Tree_noSex;90;0.80;0.50;0.05;-0.45;-0.45;-0.1673405936652987;-0.1626840909090909;-0.1580275881528831;0.009313005512415585;0.0011970942330216722;Yes
1126;Tree_noSex;91;0.80;0.50;0.20;-0.30;-0.30;-0.07429432030881966;-0.06918863636363635;-0.06408295241845305;0.010211367890366602;0.0013125697817449177;Yes
