;Exp. Group;Lower Bound Bias;Mean Bias;Upper Bound Bias;SD Bias;Lower Bound NO SEX;Mean NO SEX;Upper Bound NO SEX;SD NO SEX;Lower Bound NO SEX INF;Mean NO SEX INF;Upper Bound NO SEX INF;SD NO SEX INF
111;112;-0.006006097054977043;-0.001343540669856459;0.0033190157152641247;0.0012925893133009989;-0.0054394840156201454;-0.0009971291866028708;0.0034452256424144043;0.001231543364537845;-0.005251364160531623;-0.0007712918660287083;0.0037087804284742067;0.0012419996869465395
112;113;0.10631260947495931;0.11561148325358853;0.12491035703221774;0.0025779044539490635;0.11281570449440641;0.12192344497607657;0.13103118545774672;0.002524917028884634;0.1166832185707204;0.12590813397129186;0.13513304937186332;0.002557401150351147
113;114;0.14322224311428927;0.15431578947368418;0.1654093358330791;0.0030754372250647232;0.17934637709363424;0.1905837320574163;0.20182108702119836;0.003115304939219296;0.20026114431590578;0.21214736842105264;0.2240335925261995;0.003295189373547111
114;115;0.14450278820319795;0.1535291866028708;0.16255558500254363;0.002502366758769529;0.20235401954266438;0.21281913875598085;0.22328425796929732;0.0029012198760152846;0.2418169392091653;0.25466220095693776;0.2675074627047102;0.003561061076861459
115;116;-0.09340473339224634;-0.08768229665071771;-0.08195985990918908;0.0015864174000653076;-0.08778094673652805;-0.08211866028708135;-0.07645637383763466;0.0015697420789935546;-0.08884270038036915;-0.08342775119617224;-0.07801280201197533;0.0015011733627281114
116;117;0.0051026915520635385;0.01350622009569378;0.021909748639324024;0.0023296900438954018;-0.002400684895903193;0.005967464114832535;0.014335613125568265;0.002319881860926297;-0.0037817165857567583;0.004545454545454545;0.012872625676665849;0.002308521661760869
117;118;0.04748126052445043;0.056937799043062204;0.06639433756167397;0.0026216134713104838;0.0448040202709402;0.053902392344497604;0.06300076441805501;0.0025223198475941657;0.047446730900251026;0.056679425837320566;0.06591212077439011;0.0025595578525782667
118;119;0.05678563352362306;0.06545071770334927;0.07411580188307548;0.0024022004849766536;0.07299424382097144;0.0821531100478469;0.09131197627472235;0.002539090496490902;0.07774342537798269;0.08741626794258374;0.09708911050718479;0.002681578922701432
119;120;0.0335811974805632;0.04262966507177034;0.05167813266297747;0.0025084849477573228;0.06845093061805874;0.07821244019138757;0.0879739497647164;0.002706159864669158;0.08630349731225342;0.09623157894736843;0.10615966058248344;0.002752338237470488
120;121;-0.142035242524703;-0.13653588516746412;-0.13103652781022523;0.0015245736379027991;-0.12732710373087305;-0.12124784688995215;-0.11516859004903122;0.001685337779605885;-0.12590841498357877;-0.11977799043062201;-0.11364756587766525;0.0016995228815758392
121;122;-0.04971167996178792;-0.04206315789473684;-0.03441463582768575;0.002120381410928806;-0.051430380115614675;-0.043580861244019144;-0.03573134237242361;0.0021761032725219256;-0.049068100509473696;-0.04114641148325359;-0.033224722457033486;0.0021961108312304285
122;123;-0.0033898224501608338;0.0062162679425837334;0.0158223583353283;0.002663073378348839;-0.007656310731790379;0.0013588516746411486;0.010374014081072675;0.0024992518313373575;-0.009635656186398995;-9.952153110047844e-05;0.009436613124198039;0.002643679717198612
123;124;0.004220335189680206;0.01292822966507177;0.021636124140463335;0.002414068680469769;0.009310089934671254;0.018220095693779904;0.027130101452888553;0.0024700995064484014;0.005425251302446855;0.014394258373205742;0.02336326544396463;0.00248645629843342
124;125;-0.012964360486796007;-0.0035942583732057414;0.005775843740384524;0.0025976509142532646;-0.0038313567095087783;0.005379904306220097;0.01459116532194897;0.002553615778021165;0.001366814514058002;0.010141626794258373;0.018916439074458745;0.0024326201428481035
125;126;-0.05515696278313101;-0.049102392344497606;-0.0430478219058642;0.0016784940275640823;-0.0292668229610545;-0.022047846889952153;-0.014828870818849805;0.002001299405678116;-0.021483970635462007;-0.014365550239234448;-0.007247129843006889;0.0019734225973354405
126;127;-0.15345756019019882;-0.14812822966507178;-0.14279889913994473;0.0014774375074179144;-0.12858438402466207;-0.1222334928229665;-0.11588260162127093;0.001760642321333929;-0.1265795564562827;-0.12021244019138753;-0.11384532392649238;0.0017651403566534228
127;128;-0.061028636231342935;-0.05255119617224881;-0.04407375611315468;0.0023501803558889215;-0.055640767132579365;-0.047238277511961725;-0.038835787891344085;0.002329402025762749;-0.05164406107349089;-0.04358086124401914;-0.03551766141454738;0.0022353415314925102
128;129;-0.0176262654687803;-0.008220095693779905;0.0011860740812204926;0.0026076498654387715;-0.02059236989057637;-0.010549282296650718;-0.0005061947027250671;0.00278422106333807;-0.021848139163099876;-0.012051674641148325;-0.002255210119196773;0.002715850341159889
129;130;-0.012214059115157435;-0.0038583732057416256;0.004497312703674185;0.0023164267452674015;-0.011609294233286827;-0.00410334928229665;0.0034025956686935263;0.0020808550993264984;-0.012124065053536583;-0.003804784688995215;0.004514495675546152;0.0023063341234602366
130;131;-0.026449054748899588;-0.017374162679425837;-0.008299270609952085;0.0025158105424302325;-0.02769742172606425;-0.019978947368421054;-0.01226047301077786;0.00213977411651599;-0.027953601741284365;-0.02024688995215311;-0.012540178163021855;0.0021365132078856896
131;132;-0.06967732760053448;-0.06351578947368422;-0.05735425134683396;0.0017081484229723317;-0.0627170509995858;-0.05532057416267942;-0.047924097325773046;0.0020505075168579016;-0.05998895952398072;-0.052999043062200955;-0.04600912660042119;0.0019377977600864094
132;133;-0.15062556114309175;-0.14541435406698563;-0.14020314699087952;0.0014446904272234545;-0.12869456884650557;-0.12243253588516749;-0.11617050292382941;0.001736008364680586;-0.12261636314090023;-0.11685933014354068;-0.11110229714618113;0.001596008437014476
133;134;-0.04394290084663387;-0.03495693779904307;-0.02597097475145227;0.002491156963184511;-0.0273527601490864;-0.017730143540669856;-0.008107526932253315;0.0026676549014452828;-0.01797490407508421;-0.008445933014354066;0.0010830380463760798;0.0026416937710739825
134;135;0.000995430153059548;0.01059712918660287;0.020198828220146195;0.002661855972379764;0.0069903960761063515;0.016983732057416268;0.026977068038726182;0.002770428543210739;0.008190272238907498;0.01822775119617225;0.028265230153437;0.0027826661944611586
135;136;0.006886561821836279;0.015152153110047844;0.02341774439825941;0.002291450029720079;0.006246704012867288;0.01342775119617225;0.02060879837947721;0.001990784471169495;0.006442096074297467;0.01360956937799043;0.020777042681683393;0.001987021417111319
136;137;-0.013163320574521666;-0.004482296650717703;0.00419872727308626;0.0024066194219609653;-0.012447677400812717;-0.004415311004784688;0.0036170553912433408;0.0022267936527603782;-0.01583910050841208;-0.007477511961722488;0.0008840765849671044;0.0023180631192284184
137;138;-0.053472250929534115;-0.046669856459330146;-0.03986746198912618;0.0018858114885437608;-0.05345818626154547;-0.04635598086124402;-0.03925377546094257;0.001968927352942002;-0.051494261229121444;-0.04445933014354067;-0.0374243990579599;0.0019502770561766686
138;139;-0.13441595421474292;-0.12959043062200956;-0.12476490702927621;0.0013377683210339688;-0.12207057239309972;-0.11671004784688994;-0.11134952330068017;0.001486085350995545;-0.12123339096087338;-0.11576076555023923;-0.11028814013960508;0.001517162804520645
139;140;0.04702037005668536;0.05612822966507178;0.0652360892734582;0.002524950054098197;0.07314046840767906;0.08430047846889954;0.09546048853012003;0.003093862797563179;0.09180181975426396;0.10166889952153109;0.11153597928879821;0.0027354268360935126
140;141;0.05653710150288121;0.06465263157894736;0.07276816165501351;0.0022498489201272487;0.06354673827615011;0.07179904306220095;0.08005134784825178;0.0022877666446228144;0.07048882977565363;0.07912535885167464;0.08776188792769565;0.0023942842221283743
141;142;0.034393172720504996;0.04350047846889952;0.05260778421729404;0.002524796508822288;0.038645332679004;0.04768803827751196;0.056730743876019916;0.0025068875643540793;0.04052530240300534;0.04916363636363636;0.057801970324267385;0.00239478458595584
142;143;-0.006934797311075331;-0.00039425837320574146;0.006146280564663848;0.0018132179079482925;-0.006590293542465328;-0.0002105263157894741;0.00616924091088638;0.001768647552416868;-0.0063321449359793735;-0.00017416267942583743;0.005983819577127699;0.0017071626375865085
143;144;-0.08787206414898935;-0.08335502392344497;-0.0788379836979006;0.0012522482177206712;-0.08595433324255343;-0.08110430622009569;-0.07625427919763796;0.0013445613480313541;-0.08510142704325652;-0.08029473684210527;-0.07548804664095402;0.0013325471850987717
144;145;0.14474487986443002;0.15228708133971292;0.1598292828149958;0.0020909064085155456;0.1870351628393224;0.19677703349282297;0.20651890414632354;0.0027007154140721;0.22247237548844012;0.23557129186602868;0.24867020824361724;0.003631381140939597
145;146;0.13591156226929174;0.14560000000000003;0.15528843773070833;0.0026859023331622066;0.16210175453302597;0.1732688995215311;0.18443604451003623;0.003095840796325562;0.1838689202060668;0.19462583732057417;0.20538275443508155;0.0029821143076465472
146;147;0.10018260050529995;0.10735502392344498;0.11452744734159001;0.001988393725457183;0.11239501140366656;0.12005933014354069;0.1277236488834148;0.0021247606846126446;0.11659227996485289;0.12373971291866026;0.13088714587246764;0.0019814656790231784
147;148;-0.004700130911968685;-0.0008114832535885167;0.003077164404791651;0.0010780404549006145;-0.005454629318760437;-0.00156555023923445;0.002323528840291537;0.0010781600567491621;-0.004071342746569985;-0.00023349282296650735;0.00360435710063697;0.0010639579208380156
